SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB
O=C(c1[nH]ccc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013588,,-5.540607512240769,2.0043213737826426,3.1672582430436282,-5.522878745280337,0.3159703454569178,,,
O=C(c1n[nH]cc1C1CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013589,,-5.716698771296451,2.0068937079479006,3.141951195862753,-5.431798275933005,0.2944662261615929,,,
O=C(c1n[nH]cc1C1=CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013590,4.3,-5.663540266151471,1.893206753059848,3.1083620349551717,-5.308034897232639,0.25527250510330607,,,
O=C(c1n[nH]cc1C1=CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013591,2.8,-4.238072161579471,1.8020892578817327,2.875350696579289,-4.4214753947250065,0.287801729930226,,,
O=C(c1n[nH]cc1C1CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013592,3.5,-5.410050398674292,1.9111576087399766,2.94146173934733,-5.064996848546345,0.24551266781414982,,,
O=C(c1n[nH]cc1C1=CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013593,4.1,-5.661543506395395,1.7730546933642626,2.8323172699222616,-5.129011186239425,0.27184160653649897,,,
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013594,1.0,-4.043831569524636,1.08278537031645,1.6532125137753437,-5.137868620686963,0.8331471119127851,,,
CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0013595,2.2,-4.140261433802853,1.2430380486862944,2.098643725817057,-4.80771138743188,0.36361197989214433,1.089905111439398,0.3424226808222063,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013596,1.4,-4.184422251675732,0.414973347970818,1.7474118078864234,-4.642065152999546,0.3873898263387294,,,
COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013597,1.4,-4.025028005701931,1.8286598965353198,2.953227971559854,-4.700274846024363,0.4082399653118496,,,
CCOc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,E-0013598,1.9,-4.0746879085003505,0.9542425094393249,1.8970770032094204,-4.707079700399994,0.3692158574101428,,,
CCn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013599,1.7,-4.192464971931146,0.146128035678238,2.8465845028980463,-4.633763876281707,0.4132997640812518,,,
CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2CC,E-0013600,2.6,-4.076755981369724,1.2174839442139063,3.3208522198317545,-4.804653941651581,0.35602585719312274,,,
COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013601,1.4,-4.053547734986926,0.9822712330395684,3.0690387649860704,-4.642255674819625,0.3283796034387377,,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,E-0013602,1.4,-4.045757490560675,0.9912260756924949,1.714329759745233,-4.4752145506787775,0.35602585719312274,,,
COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013603,2.1,-4.130768280269024,2.12057393120585,,-4.385524633909605,0.2810333672477276,,,
C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NCCCO,E-0013604,-0.7,-4.020451625295905,,,,,1.9122220565324155,,
CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0013605,4.0,-4.428291168191312,1.0253058652647702,2.753429841575423,-5.419075024324381,0.26245108973042947,0.146128035678238,,
CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0013606,2.4,-4.117475462045119,1.4456042032735976,3.035749837319661,-4.653255945395151,0.26481782300953643,0.6901960800285137,0.414973347970818,
Fc1cccc(-c2ccnc(Nc3ccc(OC4CCNCC4)cc3)n2)c1,E-0013607,1.7,-4.3819519032879075,,,,,0.6127838567197355,,
O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc2N1,E-0013608,2.4,-4.140261433802853,1.4281347940287887,3.341197032146828,-4.353988590408761,0.24551266781414982,0.7323937598229685,0.6720978579357175,
c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013609,1.6,-4.301029995663981,,,,,0.8692317197309762,,
c1cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc(C2CCNCC2)c1,E-0013610,1.2,-4.166852888087215,,,,,0.4913616938342727,,
c1cc(CN2CCOCC2)cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,E-0013611,3.5,-5.1979107421182675,,,,,0.43136376415898736,,
Fc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1N1CCOCC1,E-0013612,3.7,-5.52432881167557,,,,,0.36172783601759284,,
Cn1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,E-0013613,1.8,-4.070581074285707,,,,,0.7708520116421442,,
COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,E-0013616,3.0,-4.219682687859849,2.0265332645232967,3.3473300153169503,-4.452717692036697,0.33243845991560533,0.6127838567197355,,
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,E-0013617,3.8,-5.507239610973163,2.63002085111341,3.824269055854287,-4.962175249411658,0.30749603791321295,0.36172783601759284,,
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013618,4.2,-5.300162274132754,3.2971693809692346,4.003628530215086,-5.261219441515631,0.34044411484011833,0.0,,
CN1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013619,1.9,-4.139063379299906,,,,,1.276461804173244,,
Cc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,E-0013620,2.9,-4.197226274708024,,,,,0.8976270912904415,,
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013621,3.4,-4.943095148663527,0.6532125137753437,1.8260748027008264,-4.382999658879101,0.2944662261615929,0.4913616938342727,,
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0013622,2.8,-4.238072161579471,1.294466226161593,2.7573200965466724,-4.430509045651217,0.33243845991560533,0.6720978579357175,,
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013623,3.1,-4.285670240254767,0.9777236052888477,2.648652695131223,-4.475863623407432,0.3384564936046048,0.6334684555795865,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cnccc45)CC3)cc2)C1,E-0013624,0.4,-4.086716098239582,,,,,1.7573960287930241,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccc(F)c45)CC3)cc2)C1,E-0013625,0.8,-4.063486257521107,,,,,1.7371926427047373,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cccnc45)CC3)cc2)C1,E-0013626,0.4,-4.117475462045119,,,,,1.591064607026499,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C#N)cc45)CC3)cc2)C1,E-0013627,0.7,-4.086716098239582,,,,,1.7275412570285564,,
CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013628,2.6,-4.077793722560983,1.1038037209559568,2.2116544005531824,-4.746661994673894,0.2304489213782739,1.0530784434834197,,
COCC1CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013629,2.0,-4.129596094720973,,,,,1.380211241711606,,
COc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,E-0013630,3.2,-4.187086643357144,,,,,0.568201724066995,,
Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,E-0013631,3.2,-4.149353764816934,1.5854607295085006,3.5371514050483377,-4.798876102792621,0.2576785748691845,0.38021124171160603,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,E-0013632,3.1,-4.242603971206976,,,,,0.8808135922807914,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C)ccc45)CC3)cc2)C1,E-0013633,1.2,-4.063486257521107,,,,,1.4771212547196624,,
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)nc2cn1,E-0013634,2.1,-4.021363051615526,,,,,1.5118833609788744,,
NCCOc1cnn(-c2ccc3ccncc3c2)c1,E-0013636,0.5,-3.987162775294828,,,,,1.6910814921229684,,
Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013637,2.0,-4.339134521996131,0.5910646070264992,1.6910814921229684,-5.739928612014925,0.5145477526602861,0.2304489213782739,,
CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0013638,3.5,-4.128427064454121,1.0530784434834197,2.4553017716570764,-5.5934598195660445,0.23299611039215382,0.17609125905568124,,
CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0013639,3.7,-4.140261433802853,1.167317334748176,2.689930104018218,-5.714442690992226,0.33243845991560533,0.5910646070264992,0.0,
c1cnc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,E-0013640,2.3,-3.9244530386074694,,,,,1.021189299069938,,
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,E-0013642,2.9,-4.017728766960432,1.3364597338485296,3.1722525524236884,-4.437826136635351,0.2855573090077738,0.9344984512435677,,
Cn1cc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,E-0013643,2.1,-4.126679398184601,,,,,1.0492180226701815,,
COCc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,E-0013644,3.1,-4.333482019445119,,,,,0.4623979978989561,,
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,E-0013645,3.8,-5.966576244513051,1.4785664955938433,2.5549734583332397,-5.2247537402597635,0.32428245529769273,0.2304489213782739,,
O=C(c1n[nH]cc1C1CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013646,2.9,-4.543633966870957,,,,,0.7481880270062004,,
CN1CCC(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013647,1.5,-4.110698297493689,,,,,1.167317334748176,,
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cnccc2Cl)CC1,E-0013648,3.1,-4.248720896016658,,,,,0.38021124171160603,,
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013649,3.2,-4.950781977329818,1.2855573090077739,2.4756711883244296,-4.406381691870465,0.33041377334919075,0.36172783601759284,0.5185139398778874,
Cc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,E-0013650,3.4,-4.2373214362725635,,,,,0.3979400086720376,,
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013651,2.9,-4.186419011431808,2.119915410257991,3.3933821405938573,-4.556267758598403,0.36172783601759284,0.5314789170422551,,
Cn1cnc2cc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)ccc21,E-0013652,2.6,-4.212539525481585,,,,,0.2041199826559248,,
Cn1cnc2cc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)ccc21,E-0013653,2.4,-4.1904402853647325,,,,,0.5185139398778874,,
O=c1c2[nH]c3ccc(O)cc3c2ncn1CCCN1CCCCC1,E-0013654,0.9,-4.015022873584507,,,,,1.8075350280688534,,
Cn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013655,1.4,-4.239577516576788,,,,,1.7032913781186614,,
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013656,1.4,-4.134303940083929,,,,,1.424881636631067,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,E-0013657,2.8,-4.289036881004725,1.8215135284047732,2.2755416884013098,-4.552531869050244,0.2810333672477276,0.8325089127062363,,
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,E-0013658,3.5,-4.277366077466188,,,,,0.6532125137753437,,
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013659,2.0,-4.511449283499556,,,,,1.3117538610557542,,
COc1cccc2c1c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0013660,2.5,-4.165579296318468,2.12057393120585,3.660998211489886,-4.523168371487739,0.21218760440395779,1.2227164711475833,,
COc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013661,2.1,-4.261219441515631,0.9493900066449128,2.823148059810694,-4.5519123333076585,0.24054924828259971,1.24551266781415,,
COC1(C)CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013662,2.5,-4.292429823902063,,,,,1.0606978403536116,,
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3n2)c1,E-0013663,2.5,-4.161150909262744,1.816241299991783,3.250127120776897,-4.544546031221372,0.2304489213782739,1.0086001717619175,,
c1cc2ccc(-n3cc(OCCNC4CCOCC4)cn3)cc2cn1,E-0013664,1.5,-4.057495893831919,0.9344984512435677,2.7280289544205183,-4.568636235841013,0.24303804868629444,1.507855871695831,0.919078092376074,
FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0013665,2.8,-4.180456064458132,1.5289167002776547,2.6665179805548807,-4.595850750790305,0.20139712432045145,0.6812412373755872,0.5314789170422551,
C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NC1CCC(F)(F)CC1,E-0013666,3.0,-4.162411561764489,1.7481880270062005,2.758684849882441,-4.721932669111338,0.1931245983544616,0.5440680443502757,,
c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,E-0013667,0.4,-4.101274818410507,0.8633228601204559,2.931966114728173,-4.373865021364612,0.2764618041732442,1.546542663478131,0.919078092376074,
CC1(COc2cnn(-c3ccc4ccncc4c3)c2)CNC1,E-0013669,0.1,-4.06198090252379,,,,,1.515873843711679,,
CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,E-0013670,2.6,-4.08460016478773,1.5010592622177514,3.34141473850183,-4.367441485467328,0.22010808804005513,0.7993405494535817,0.7993405494535817,
Fc1ccc(N2CCOCC2)cc1-c1ccnc(Nc2cccc(CN3CCOCC3)c2)n1,E-0013671,3.7,-5.636388020107856,,,,,0.4471580313422192,,
Fc1cccc(-c2ccc(F)c(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013672,4.6,-5.728158393463501,,,,,0.11394335230683679,,
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013673,3.5,-5.0589857562944305,2.049605612594973,3.1324518127290033,-4.334982174587528,0.31386722036915343,0.505149978319906,,
O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013674,3.5,-4.707743928643524,0.2787536009528289,2.462397997898956,-4.377371573870675,0.292256071356476,0.36172783601759284,0.17609125905568124,
O=C(c1n[nH]cc1C1CCNCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013675,-0.1,-4.168770306132937,,,,,1.212187604403958,,
CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,E-0013676,3.4,-4.211831628858833,1.989894563718773,3.046260980192122,-4.3879582553547305,0.2576785748691845,0.6232492903979004,,
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013677,3.1,-4.245651664288981,1.6541765418779606,3.267077816740435,-4.50251746263263,0.40483371661993806,0.7708520116421442,,
CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,E-0013678,3.0,-4.1830961606243395,2.4258601450778405,3.8251144045070675,-4.513569521145566,0.3873898263387294,0.7075701760979364,,
Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,E-0013679,2.8,-4.133712660915805,1.294466226161593,2.6413749451921253,-4.475344287642223,0.359835482339888,0.5563025007672873,0.9684829485539351,
Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cc21,E-0013680,2.4,-4.1438755557577,,,,,0.7481880270062004,,
O=c1c2c(ncn1CCCN1CCCCC1)c1cc(O)ccc1n2CC1COC1,E-0013681,0.8,-4.019996628416254,,,,,1.745855195173729,,
O=c1c2[nH]c3ccc(OCC4COC4)cc3c2ncn1CCCN1CCCCC1,E-0013682,1.3,-4.099086932262331,,,,,1.7134905430939424,,
O=c1c2c(ncn1CCCN1CCCCC1)c1cc(OCC3COC3)ccc1n2CC1COC1,E-0013683,1.1,-4.045757490560675,,,,,1.6304278750250238,,
CC(C)COc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,E-0013684,3.6,-4.133122185662502,,,,,0.38021124171160603,,
Cn1c2ccc(OCC(F)F)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013685,2.2,-4.069050968832477,,,,,1.0043213737826426,,
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,E-0013686,2.3,-4.199282921717615,1.631443769013172,2.3372595397502756,-4.538501473216981,0.26481782300953643,0.7403626894942439,,
CCOC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013687,1.9,-4.189767482004916,,,,,1.2833012287035497,,
Cn1c2ccc(OCC3COC3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013688,1.6,-4.173925197299174,,,,,1.4996870826184039,,
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,E-0013689,2.2,-4.282329496997738,,,,,1.2479732663618066,,
COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,E-0013690,3.4,-4.3448615651886175,3.0433229735745755,3.5543437651307155,-4.461426266193144,0.2695129442179163,0.6232492903979004,,
COc1ccc2c3ncn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013691,1.8,-4.216096420727265,,,,,1.3636119798921444,,
COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)cnc12,E-0013692,1.4,-4.162411561764489,,,,,1.5809249756756194,,
CN1CCC(Nc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0013693,2.6,-4.142064735280571,,,,,0.8260748027008264,,
O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,E-0013694,2.0,-4.049148541111454,0.6232492903979004,2.3653007486379876,-4.3733517315259895,0.2695129442179163,1.4533183400470377,1.2329961103921538,
CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,E-0013695,2.2,-4.0655015487564325,0.8976270912904415,2.5935075893317654,-4.348721986001856,0.24551266781414982,1.2695129442179163,1.2329961103921538,
Fc1c(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cccc1N1CCOCC1,E-0013696,3.6,-5.437707135543525,,,,,0.6434526764861874,,
Fc1cccc(-c2cccc(Oc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013697,4.5,-5.060480747381382,,,,,0.25527250510330607,,
Clc1cccc2cnc(Nc3ccc(CN4CCOCC4)cc3)nc12,E-0013698,3.8,-5.525783735923745,,,,,0.38021124171160603,,
CC(C)Oc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2cccc(F)c2)n1,E-0013699,5.1,-5.441291429466834,,,,,0.38021124171160603,,
COc1ccc(-c2cccc(F)c2)nc1Nc1ccc(CN2CCOCC2)cc1,E-0013700,4.7,-5.493494967595128,,,,,0.07918124604762482,,
Fc1cccc(-c2csc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013701,4.4,-5.860120913598763,,,,,0.17609125905568124,,
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,E-0013702,2.5,-4.107905397309519,1.8808135922807914,3.43713196609433,-4.280585840297407,0.2741578492636798,1.0170333392987803,1.0934216851622351,
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013704,,,,,,,0.0,,
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0013705,,,,,,,0.0,,
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2F)CC1,E-0013706,,,,,,,0.5910646070264992,,
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,E-0013707,3.1,-4.309803919971486,3.121691130307577,4.015108160645837,-5.140861702705469,0.9804578922761001,0.414973347970818,0.3010299956639812,
Cn1cnc2cc(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc21,E-0013708,3.0,-4.35261702988538,,,,,0.43136376415898736,,
Cn1cnc2c(NC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cccc21,E-0013709,2.5,-4.295849483160201,,,,,0.38021124171160603,,
Cn1ncc2cc(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnc21,E-0013710,3.2,-4.251811972993799,1.9982593384236986,3.4533336318370393,,,,,
O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013711,3.5,-4.360513510731414,2.0523090996473234,3.207095540419218,-4.791289980093599,0.32633586092875144,0.25527250510330607,0.146128035678238,
Cn1cnc2cc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnc21,E-0013712,2.6,-4.289882634888184,,,,,0.6720978579357175,,
Cn1cc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cn1,E-0013713,2.7,-4.274088367704952,,,,,0.6127838567197355,,
CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,E-0013714,2.4,-4.213248577854439,,,,,1.0969100130080565,,
COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013715,1.7,-4.186419011431808,,,,,1.423245873936808,,
CN1CCC[C@@H](Cn2cnc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,E-0013716,1.3,-4.200659450546418,,,,,1.5705429398818975,,
CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,E-0013717,2.0,-4.2168113089247425,0.8750612633917001,2.0211892990699383,-4.5097605147537125,0.2380461031287954,1.0718820073061255,,
CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,E-0013718,3.2,-4.287350298372789,,,,,0.6812412373755872,,
CCOc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,E-0013719,3.8,-4.565431095965802,,,,,0.6232492903979004,,
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013720,1.0,-4.154901959985743,0.5314789170422551,2.2835273648616936,-4.591929714112815,0.3856062735983121,1.724275869600789,1.0253058652647702,
CC(C)COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,E-0013721,3.2,-4.304518323509803,,,,,0.505149978319906,,
COc1ccc2c(c1)c1ncn(C[C@@H]3CCN(C)C3)c(=O)c1n2C,E-0013724,1.3,-4.142667503568732,,,,,1.4313637641589874,,
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,E-0013725,2.0,-4.23210238398191,1.0863598306747482,2.0429690733931802,-4.441051554021961,0.2576785748691845,0.8864907251724818,0.505149978319906,
C[C@H](N)COc1cnn(-c2ccc3ccncc3c2)c1,E-0013726,0.8,-4.0467236633326955,0.0,2.3218054838575393,-4.382580253262823,0.2380461031287954,1.658964842664435,0.8260748027008264,
CN1CC(Oc2cnn(-c3ccc4ccncc4c3)c2)C1,E-0013727,1.8,-4.040958607678906,1.551449997972875,3.3336487565147013,,,,,
CN1CCC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,E-0013728,3.3,-4.380906669373258,2.708760723690317,3.2274753434823706,,,,,
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCOCC4)cc3)n2)c1,E-0013729,3.8,-5.54515513999149,1.146128035678238,2.4094258686714434,-4.525929496784957,0.23299611039215382,0.4471580313422192,0.146128035678238,
Fc1cccc(-c2ccnc(Oc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013730,3.3,-4.903089986991944,1.973589623427257,3.730854921083524,,,,,
c1ncc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,E-0013731,1.8,-4.052566278112949,1.6875289612146342,3.0490628897941248,,,,,
c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cnn1,E-0013732,1.6,-4.059981844992337,0.9590413923210935,2.8202671571609645,-4.3867926478962405,0.18184358794477254,1.0413926851582251,1.3560258571931227,
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2ccnnc2)c1,E-0013733,2.2,-4.09366495819491,1.4487063199050798,2.870403905279027,,,,,
O=c1ccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c[nH]1,E-0013734,2.3,-4.141462802430361,0.9637878273455552,2.739888655084543,-4.675511766692344,0.5237464668115644,1.1172712956557642,1.0681858617461617,
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,E-0013735,2.5,-4.076755981369724,1.08278537031645,2.612359947967774,-4.589391457431632,0.26481782300953643,0.9493900066449128,0.6127838567197355,
CO[C@@H]1CCN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,E-0013736,1.7,-4.066006836168758,1.4502491083193612,2.601625479553945,,,,,
CCOc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013737,2.2,-4.015022873584507,0.8920946026904804,2.177824971864682,,,1.0492180226701815,,
CC(C)COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013738,3.4,-4.223298816011589,1.8475726591421122,2.3372595397502756,,,,,
